"YEAR","ECODISTRIC","Province_ID","AGR_t_all","BGR_t_all","ligfr.wa","nfr.wa","Corrected_Area","AreaIncSF_ha","SummerFallow_Ha"
"2010",667,"MB",0.738143643574132,0.461746935906471,0.0522,0.0074,102.45568,125.32641,22.87073
"2011",667,"MB",0.623844662774729,0.487596505435546,0.0485,0.0072,72.16186,95.92314,23.76128
"2012",667,"MB",1.01722411153933,0.675276194519088,0.055,0.0075,103.79383,126.48976,22.69593
"2013",667,"MB",1.47882011379179,0.915230180191227,0.0586,0.0076,135.83309,157.34007,21.50698
"2014",667,"MB",1.33121190403787,0.800430462252332,0.0608,0.0077,167.93203,188.15812,20.22609
"2015",667,"MB",1.7133011658283,1.03704786660292,0.0624,0.0078,199.80828,218.72196,18.91368
"2016",667,"MB",1.61456379436291,0.930975307154348,0.0635,0.0078,230.93726,248.55162,17.61436
"2017",667,"MB",1.72945572805286,1.05339577451974,0.0614,0.0078,222.55893,239.94228,17.38335
"2018",667,"MB",1.50660398055672,0.914355579781292,0.059,0.0079,213.77571,230.92561,17.1499
"2019",667,"MB",1.59870875523438,1.03342336502645,0.0563,0.0079,207.83506,224.5992,16.76414
"2020",667,"MB",1.48908363083686,1.06599466025729,0.0532,0.008,205.38384,221.5056,16.12176
"2021",667,"MB",1.08206962672149,0.774716592703086,0.0493,0.0081,195.60857,211.50584,15.89727
"2022",667,"MB",1.1855942701357,0.839724283577592,0.0492,0.0081,217.71382,232.09385,14.38003
"1976",669,"MB",0.72119201191022,0.388319532575463,0.057,0.008,12487.66981,16391.90714,3904.23733
"1977",669,"MB",0.838478138134891,0.472784902537511,0.0562,0.008,12735.97382,16514.71837,3778.74455
"1978",669,"MB",0.934422817978012,0.562645512608643,0.0555,0.0079,12933.15023,16598.11782,3664.96759
"1979",669,"MB",0.866486233335993,0.448254563461152,0.0549,0.0079,13170.73171,16716.58824,3545.85653
"1980",669,"MB",0.813919803374372,0.416235086975763,0.0542,0.0079,13409.94793,16837.82565,3427.87772
"1981",669,"MB",0.890076105455528,0.457103104760716,0.0536,0.0079,13635.34213,16950.62843,3315.2863
"1982",669,"MB",0.933210849412675,0.483514464951815,0.0551,0.0079,13805.84034,17075.66133,3269.82099
"1983",669,"MB",0.844911094103562,0.436157163052441,0.0565,0.0079,13946.17494,17189.0053,3242.83036
"1984",669,"MB",1.02107812063846,0.579386604238464,0.0576,0.008,13968.27973,17210.48008,3242.20035
"1985",669,"MB",1.1017153688892,0.627391273631125,0.0586,0.008,13951.76621,17206.94581,3255.1796
"1986",669,"MB",1.08119444217122,0.554343519725748,0.0597,0.008,14296.87318,17748.43567,3451.56249
"1987",669,"MB",1.03190557955777,0.519726236747618,0.0598,0.008,14037.46435,17177.00038,3139.53603
"1988",669,"MB",1.01410372778203,0.509227888410822,0.0599,0.0079,14164.13315,17182.58733,3018.45418
"1989",669,"MB",1.04464547057647,0.51010623048708,0.0599,0.0079,14326.14977,17221.14958,2894.99981
"1990",669,"MB",1.11840921883827,0.535003770607881,0.0597,0.0078,14546.36947,17316.5192,2770.14973
"1991",669,"MB",1.1291057917815,0.604294715085744,0.0595,0.0077,14798.87878,17441.45272,2642.57394
"1992",669,"MB",1.03615676918889,0.535833502009835,0.0591,0.0078,14557.55982,17064.57271,2507.01289
"1993",669,"MB",1.1159004810246,0.547093447264678,0.0586,0.0078,14328.87075,16699.60087,2370.73012
"1994",669,"MB",1.25112163705543,0.713879926119411,0.0582,0.0079,14148.42146,16366.04345,2217.62199
"1995",669,"MB",1.26329024509633,0.643214253552752,0.0579,0.0079,14125.2551,16164.54614,2039.29104
"1996",669,"MB",1.21828879469806,0.651651607564197,0.0574,0.008,14056.88575,15936.38419,1879.49844
"1997",669,"MB",1.24382661405031,0.745125185401921,0.0582,0.0079,14279.27114,15947.1384,1667.86726
"1998",669,"MB",1.31493553899326,0.830011130658425,0.0589,0.0079,14538.34866,15998.58208,1460.23342
"1999",669,"MB",1.36542094596148,0.777382347797328,0.0597,0.0079,14748.8531,16000.95772,1252.10462
"2000",669,"MB",1.36744428092813,0.799253412715783,0.0603,0.0078,14979.87994,16023.99481,1044.11487
"2001",669,"MB",1.20870410605548,0.614566133733611,0.061,0.0078,15161.95808,15999.44976,837.49168
"2002",669,"MB",1.10708652519718,0.544791576132106,0.0613,0.0078,14634.59577,15852.49773,1217.90196
"2003",669,"MB",1.35267002312498,0.805770614468201,0.0616,0.0078,14110.7635,15711.12515,1600.36165
"2004",669,"MB",1.37029621363669,0.725015296733244,0.0619,0.0078,13553.3394,15544.92961,1991.59021
"2005",669,"MB",1.12065826063463,0.579952280538893,0.0623,0.0079,12988.11859,15376.03035,2387.91176
"2006",669,"MB",1.26414150184831,0.675240205249376,0.0627,0.0079,12446.04454,15236.06243,2790.01789
"2007",669,"MB",1.25747102639034,0.662997013230661,0.0622,0.0078,12796.77847,15147.93909,2351.16062
"2008",669,"MB",1.49827369136292,0.790355345751814,0.0618,0.0078,13107.9826,15042.63958,1934.65698
"2009",669,"MB",1.56258788173524,0.856024865554608,0.0615,0.0077,13392.19553,14931.93825,1539.74272
"2010",669,"MB",1.3070211351398,0.661930127201621,0.0612,0.0077,13677.52181,14830.90121,1153.3794
"2011",669,"MB",1.18444788336037,0.603577471904139,0.061,0.0077,14038.19353,14822.88084,784.68731
"2012",669,"MB",1.39084552552735,0.700891784925447,0.0606,0.0076,14584.85901,15242.10214,657.24313
"2013",669,"MB",1.90858685874127,0.965344079331567,0.0603,0.0076,15124.26327,15653.87296,529.60969
"2014",669,"MB",1.56308680323657,0.781767316535582,0.06,0.0075,15732.27346,16130.54144,398.26798
"2015",669,"MB",1.72575227309784,0.859373596880013,0.0597,0.0075,16355.55966,16620.57663,265.01697
"2016",669,"MB",1.73771917204174,0.862439905031376,0.0594,0.0075,16987.41356,17115.38282,127.96926
"2017",669,"MB",1.82914346535204,0.92132206482369,0.0608,0.0076,17688.27449,17857.84816,169.57367
"2018",669,"MB",1.90041767909827,0.976501078275797,0.0621,0.0077,18390.53097,18599.99781,209.46684
"2019",669,"MB",1.90188096574976,1.08287924777357,0.0634,0.0078,19070.62392,19318.61643,247.99251
"2020",669,"MB",1.92197569806368,1.045645558744,0.0646,0.0079,19736.698,20021.53139,284.83339
"2021",669,"MB",1.61315025175795,1.01682635967483,0.0657,0.008,20255.05076,20581.91631,326.86555
"2022",669,"MB",1.90002696629997,1.06473507132216,0.0668,0.0081,20923.56213,21283.91661,360.35448
"1976",672,"SK",0.688920789252654,0.324147568625509,0.0557,0.0078,9106.18753,14538.84662,5432.65909
"1977",672,"SK",0.795381326791343,0.379896031557472,0.055,0.0078,9125.58358,14529.98558,5404.402
"1978",672,"SK",0.860752407667338,0.415503041584323,0.0542,0.0078,9142.67609,14520.47075,5377.79466
"1979",672,"SK",0.608354302819295,0.287557105123838,0.0534,0.0078,9158.08704,14514.75958,5356.67254
"1980",672,"SK",0.719882501283422,0.337515070905636,0.0527,0.0077,9225.72781,14639.84965,5414.12184
"1981",672,"SK",0.763717236737646,0.353959857872232,0.0518,0.0077,9231.80875,14632.93406,5401.12531
"1982",672,"SK",0.699787121788913,0.322926852235625,0.053,0.0077,9230.09312,14792.09778,5562.00466
"1983",672,"SK",0.58933971899954,0.276575977748134,0.0542,0.0077,9232.72255,14876.68609,5643.96354
"1984",672,"SK",0.794892065224129,0.371007185463431,0.0553,0.0077,9266.65625,15009.33142,5742.67517
"1985",672,"SK",1.06526629980616,0.485428497488095,0.0563,0.0077,9336.41175,15187.52227,5851.11052
"1986",672,"SK",0.759858745101882,0.346866758268453,0.0573,0.0077,9418.75417,15362.45687,5943.7027
"1987",672,"SK",0.690136581981217,0.319476703277363,0.0575,0.0077,9524.85953,15178.78182,5653.92229
"1988",672,"SK",0.581965741754315,0.281909155655702,0.0577,0.0077,9659.63325,15013.92864,5354.29539
"1989",672,"SK",0.810202632113441,0.388035454630203,0.0579,0.0078,9817.96186,14838.93121,5020.96935
"1990",672,"SK",0.933900866360907,0.442563707953825,0.058,0.0078,10026.05093,14682.38733,4656.3364
"1991",672,"SK",1.02861944008876,0.490063725531676,0.058,0.0078,10364.2595,14614.66999,4250.41049
"1992",672,"SK",0.726075701018254,0.346174210294744,0.0579,0.0078,10064.34934,14151.73372,4087.38438
"1993",672,"SK",0.84937761847516,0.410318035649128,0.0576,0.0078,9864.53498,13839.68012,3975.14514
"1994",672,"SK",1.11448645608255,0.562846500427366,0.0574,0.0078,9644.77398,13404.26197,3759.48799
"1995",672,"SK",1.11918405055012,0.55871922994006,0.0571,0.0079,9437.21217,12976.80572,3539.59355
"1996",672,"SK",1.04250922184802,0.526955990451872,0.0568,0.0079,9240.38687,12555.4186,3315.03173
"1997",672,"SK",1.17646568083997,0.587495520645117,0.0571,0.0078,9180.21303,12382.84686,3202.63383
"1998",672,"SK",1.18348298916475,0.593090429418437,0.0574,0.0078,9124.5539,12218.99931,3094.44541
"1999",672,"SK",1.28457255407853,0.636854381046532,0.0577,0.0077,9050.57512,12029.57417,2978.99905
"2000",672,"SK",1.16031833498305,0.56000044738104,0.058,0.0077,8984.2817,11853.52357,2869.24187
"2001",672,"SK",0.944563090004179,0.43409495501504,0.0583,0.0076,8916.10497,11679.33634,2763.23137
"2002",672,"SK",0.563501392194513,0.274966205272979,0.0584,0.0077,8610.41614,11090.45245,2480.03631
"2003",672,"SK",1.16934766996826,0.575847320471968,0.0586,0.0077,8373.11804,10604.73602,2231.61798
"2004",672,"SK",1.04932941453953,0.520511979192344,0.0589,0.0077,8144.64445,10136.5717,1991.92725
"2005",672,"SK",1.32114459702794,0.68157187350153,0.0591,0.0077,7913.94518,9673.37271,1759.42753
"2006",672,"SK",1.25699054852828,0.661254095859055,0.0593,0.0078,7712.41863,9236.3328,1523.91417
"2007",672,"SK",1.27170027667269,0.695866805372671,0.0598,0.0078,7905.13184,9261.14103,1356.00919
"2008",672,"SK",1.56636483451706,0.862982557175207,0.0603,0.0078,8271.29273,9506.08839,1234.79566
"2009",672,"SK",1.5320206406665,0.821838617155658,0.0608,0.0078,8559.33682,9660.69575,1101.35893
"2010",672,"SK",1.17866822365726,0.616226906580648,0.0613,0.0078,8841.3433,9808.91709,967.57379
"2011",672,"SK",1.61565285510805,0.872618714314272,0.0617,0.0078,9134.82391,9970.34091,835.517
"2012",672,"SK",1.42751023933726,0.73301411958378,0.0621,0.0078,9783.42955,10569.15573,785.72618
"2013",672,"SK",1.95038379223293,1.05932819471521,0.0625,0.0078,10441.22288,11177.27575,736.05287
"2014",672,"SK",1.71491271997145,0.884192964705678,0.0629,0.0078,11107.51895,11794.13493,686.61598
"2015",672,"SK",1.79306497744575,0.961081274896892,0.0632,0.0078,11779.46664,12417.07401,637.60737
"2016",672,"SK",1.72338351282203,0.903713436946004,0.0635,0.0078,12420.97444,13008.6641,587.68966
"2017",672,"SK",1.96916997182942,1.06110850872206,0.0631,0.0079,12793.63155,13319.57448,525.94293
"2018",672,"SK",1.80940392001419,0.996936171506455,0.0627,0.0079,13166.31331,13630.57147,464.25816
"2019",672,"SK",1.90188096574976,1.12539037862009,0.0623,0.0079,13540.96115,13943.68045,402.7193
"2020",672,"SK",1.92197569806368,1.08139720651782,0.062,0.008,13916.42181,14257.71069,341.28888
"2021",672,"SK",1.52688940744843,0.808581578797876,0.0617,0.008,14295.64943,14575.73473,280.0853
"2022",672,"SK",1.90002696629997,1.09586795543996,0.0614,0.008,14711.34203,14928.3814,217.03937
"1976",677,"MB",0.738009186517854,0.413399774782505,0.0521,0.008,4592.36538,5705.18085,1112.81547
"1977",677,"MB",0.831356248378306,0.459918132756022,0.0524,0.008,4586.96647,5650.65899,1063.69252
"1978",677,"MB",0.860394749080786,0.459304538287569,0.0527,0.008,4581.50239,5596.70447,1015.20208
"1979",677,"MB",0.763669243745011,0.392180501992315,0.053,0.008,4573.58572,5541.03647,967.45075
"1980",677,"MB",0.702011034340892,0.353537117632351,0.0534,0.008,4563.32352,5483.96134,920.63782
"1981",677,"MB",0.820513087682153,0.419729058380313,0.0537,0.008,4549.68528,5424.68249,874.99721
"1982",677,"MB",0.857172740381415,0.45185760142492,0.0539,0.008,4152.26359,5173.46022,1021.19663
"1983",677,"MB",0.663342968140136,0.347997826208817,0.0541,0.008,3749.46445,4918.20957,1168.74512
"1984",677,"MB",0.907802709245385,0.481897789493854,0.0545,0.0079,3344.46369,4661.73238,1317.26869
"1985",677,"MB",0.886419087564993,0.467079853331936,0.0553,0.0079,3054.0414,4484.6927,1430.6513
"1986",677,"MB",0.763390380526666,0.386401883709557,0.0561,0.0079,2633.35056,4217.49299,1584.14243
"1987",677,"MB",0.834470416300156,0.427052511815534,0.0569,0.0079,2782.08011,4179.73202,1397.65191
"1988",677,"MB",0.835127944052263,0.42083529738757,0.0578,0.0078,3033.9473,4223.43435,1189.48705
"1989",677,"MB",0.941008547371461,0.472050953333034,0.0586,0.0078,3282.43691,4272.30066,989.86375
"1990",677,"MB",1.04803194561872,0.521115197217849,0.0591,0.0078,3525.90539,4323.74507,797.83968
"1991",677,"MB",1.1291057917815,0.584145460885728,0.0596,0.0078,3677.90254,4274.91465,597.01211
"1992",677,"MB",1.03615676918889,0.559599237532053,0.0592,0.0078,3475.51991,4062.1303,586.61039
"1993",677,"MB",1.0397896180852,0.527000981907463,0.0587,0.0079,3279.23164,3853.27581,574.04417
"1994",677,"MB",1.25112163705543,0.765956742200576,0.0581,0.008,3096.8524,3655.53443,558.68203
"1995",677,"MB",1.10075930584033,0.561706045994669,0.0572,0.008,2946.60921,3485.66376,539.05455
"1996",677,"MB",1.21828879469806,0.644382869695532,0.0562,0.008,2880.91432,3391.87852,510.9642
"1997",677,"MB",1.24382661405031,0.705930557140979,0.0566,0.008,3054.84441,3505.04522,450.20081
"1998",677,"MB",1.31493553899326,0.877036152121456,0.0571,0.008,3223.90423,3615.11262,391.20839
"1999",677,"MB",1.2706895375737,0.673664291989027,0.0575,0.0079,3386.86359,3720.71341,333.84982
"2000",677,"MB",1.36744428092813,0.770602362510606,0.0578,0.0079,3543.64495,3821.67358,278.02863
"2001",677,"MB",1.17955802256287,0.609858237106532,0.0582,0.0079,3677.42447,3901.01627,223.5918
"2002",677,"MB",1.22202698742406,0.737288190706929,0.0585,0.0079,3446.31082,3655.11188,208.80106
"2003",677,"MB",1.35267002312498,0.844664836535536,0.0589,0.0079,3210.14391,3403.68444,193.54053
"2004",677,"MB",1.37029621363669,0.851291051297389,0.0594,0.0079,2965.16039,3143.00144,177.84105
"2005",677,"MB",0.972076851793038,0.500191710773054,0.06,0.0079,2712.76263,2874.47697,161.71434
"2006",677,"MB",1.43423825147318,0.826211600920496,0.0608,0.0079,2557.00607,2702.08695,145.08088
"2007",677,"MB",1.43356062630296,0.852500301942183,0.0612,0.0078,2635.74405,2808.92927,173.18522
"2008",677,"MB",1.42531229727946,0.759955070256384,0.0617,0.0078,2807.34132,3006.67995,199.33863
"2009",677,"MB",1.47093797678675,0.773017506381981,0.0621,0.0078,2975.66343,3199.6961,224.03267
"2010",677,"MB",1.05099747680022,0.536742198589671,0.0625,0.0078,3141.77231,3389.05184,247.27953
"2011",677,"MB",1.018735513928,0.534194761585382,0.0628,0.0077,3301.13573,3569.98784,268.85211
"2012",677,"MB",1.37572892304438,0.72823738237349,0.0643,0.0077,3372.44502,3603.03008,230.58506
"2013",677,"MB",1.71061287643996,0.92894040174794,0.0657,0.0077,3454.06125,3646.3823,192.32105
"2014",677,"MB",1.38461820274413,0.743023505323511,0.0672,0.0077,3547.40255,3701.16381,153.76126
"2015",677,"MB",1.58497215005612,0.887464360974355,0.0686,0.0077,3671.76229,3785.87762,114.11533
"2016",677,"MB",1.57082380607745,0.876819343136753,0.0699,0.0077,3864.10624,3936.01066,71.90442
"2017",677,"MB",1.86633646855764,1.03086809548021,0.0686,0.0077,4136.9721,4207.1343,70.1622
"2018",677,"MB",1.63953576020867,0.883897012764352,0.0675,0.0078,4473.377,4540.40563,67.02863
"2019",677,"MB",1.67824580479404,0.935461819165474,0.0665,0.0078,4801.18408,4865.0859,63.90182
"2020",677,"MB",1.71231726886766,0.991849332035222,0.0656,0.0078,5121.51581,5182.28954,60.77373
"2021",677,"MB",1.57029447552181,0.863702452898628,0.0649,0.0078,5440.28481,5497.77296,57.48815
"2022",677,"MB",1.48363291923423,0.822147926427626,0.0643,0.0078,5756.42209,5810.40459,53.9825
"1976",678,"AB",0.744149017412484,0.439821656081067,0.0513,0.0083,86587.03217,114925.26483,28338.23266
"1977",678,"AB",0.78942952984249,0.459436237879178,0.051,0.0083,86253.69598,112850.43254,26596.73656
"1978",678,"AB",0.833004871938637,0.479022570233325,0.0506,0.0083,85960.03391,110826.48854,24866.45463
"1979",678,"AB",0.772538511652054,0.447158951376141,0.0503,0.0083,85678.50497,108779.82628,23101.32131
"1980",678,"AB",0.86145796931024,0.493019614631374,0.0499,0.0083,85309.96193,106593.04519,21283.08326
"1981",678,"AB",0.945340858845785,0.535568300997306,0.0497,0.0083,86499.25543,106143.32721,19644.07178
"1982",678,"AB",0.918552986737866,0.52638886585934,0.0501,0.0083,86558.5835,106440.27043,19881.68693
"1983",678,"AB",0.826352611587965,0.46854395880474,0.0507,0.0083,88174.12113,108426.96633,20252.8452
"1984",678,"AB",0.966394424154974,0.547992138020134,0.0513,0.0083,89776.82125,110577.87956,20801.05831
"1985",678,"AB",0.96535493923479,0.546425757399981,0.0519,0.0083,92090.15093,113793.45387,21703.30294
"1986",678,"AB",0.991590813058206,0.571277673075043,0.0525,0.0083,94029.95185,115796.82877,21766.87692
"1987",678,"AB",1.00279178760705,0.574039300028783,0.0527,0.0083,94169.06536,114879.17899,20710.11363
"1988",678,"AB",1.05677139633592,0.695303085296631,0.0527,0.0083,93956.15861,112951.13644,18994.97783
"1989",678,"AB",0.973326279681647,0.568487051716087,0.0528,0.0082,94127.19017,111737.61805,17610.42788
"1990",678,"AB",0.990517251026477,0.553855876695557,0.0529,0.0082,94396.27228,110676.55835,16280.28607
"1991",678,"AB",0.976779419684325,0.516661391131375,0.053,0.0082,94452.25249,109406.76041,14954.50792
"1992",678,"AB",0.806663825493411,0.444554881868315,0.0527,0.0082,93501.71683,109038.07101,15536.35418
"1993",678,"AB",1.09993583572222,0.635982729052351,0.0525,0.0082,92634.42041,108579.74514,15945.32473
"1994",678,"AB",1.10531307315728,0.626149518911745,0.0523,0.0082,91846.65732,107942.23472,16095.5774
"1995",678,"AB",0.999317158995636,0.544572036295027,0.0521,0.0082,91134.88027,107783.32026,16648.43999
"1996",678,"AB",1.03969520410758,0.581022028594036,0.052,0.0082,90723.09908,107928.82776,17205.72868
"1997",678,"AB",1.07378945386811,0.598074532361313,0.0522,0.0081,89034.26165,105342.889,16308.62735
"1998",678,"AB",1.14245803200453,0.619647032083524,0.0525,0.0081,87441.74635,102767.17662,15325.43027
"1999",678,"AB",1.19934001572096,0.641788914854393,0.0529,0.0081,85866.783,100272.78548,14406.00248
"2000",678,"AB",1.19333327871712,0.633276730084417,0.0532,0.008,84343.57544,97917.4637,13573.88826
"2001",678,"AB",1.10705216997251,0.590462422340183,0.0535,0.008,82333.36024,94920.25249,12586.89225
"2002",678,"AB",0.727732781640904,0.391509841808931,0.054,0.008,83734.02845,96104.11046,12370.08201
"2003",678,"AB",1.27937096773532,0.700992455675355,0.0545,0.008,85133.65388,97445.66582,12312.01194
"2004",678,"AB",1.29503465354895,0.713965505348706,0.055,0.008,86377.49133,98572.18899,12194.69766
"2005",678,"AB",1.38441782293145,0.770553602535706,0.0555,0.008,87836.43992,100064.81236,12228.37244
"2006",678,"AB",1.29791796525832,0.711490206447926,0.056,0.008,89436.8714,101575.83426,12138.96286
"2007",678,"AB",1.3724231270248,0.749809602969479,0.0569,0.008,92628.16906,103530.89417,10902.72511
"2008",678,"AB",1.54199932838135,0.844499184726011,0.0578,0.008,95996.59628,105840.5978,9844.00152
"2009",678,"AB",1.31503216138266,0.710718621048273,0.0587,0.008,99362.56203,108184.8699,8822.30787
"2010",678,"AB",1.56431586162833,0.921647390238882,0.0595,0.008,102502.45427,110333.57107,7831.1168
"2011",678,"AB",1.63958823778693,0.922464261256309,0.0602,0.008,105264.86609,111908.10125,6643.23516
"2012",678,"AB",1.63494886943461,0.8898337569887,0.0603,0.0079,110306.20157,116681.56251,6375.36094
"2013",678,"AB",1.88383528180416,1.03987237872367,0.0605,0.0079,115558.97441,121567.3736,6008.39919
"2014",678,"AB",1.72083266533918,0.983896181704755,0.0606,0.0079,120542.84985,126181.7899,5638.94005
"2015",678,"AB",1.60874903131085,0.864541921067994,0.0607,0.0079,125272.04645,130372.23341,5100.18696
"2016",678,"AB",1.78221782814594,0.978913987887788,0.0608,0.0079,130412.71097,135191.42504,4778.71407
"2017",678,"AB",1.87912189758564,1.0329658997319,0.0607,0.0079,132834.70779,137622.99272,4788.28493
"2018",678,"AB",1.85972334382805,1.0270764545047,0.0606,0.0079,136073.60077,141000.56193,4926.96116
"2019",678,"AB",1.66762120357494,0.908541126570195,0.0606,0.008,138601.68356,143531.40278,4929.71922
"2020",678,"AB",1.51916466219191,0.810305447844678,0.0605,0.008,140938.32528,145830.34467,4892.01939
"2021",678,"AB",1.53579885779057,0.822109078121864,0.0605,0.008,143006.02982,147858.05516,4852.02534
"2022",678,"AB",1.89752997476783,1.05173771324321,0.0604,0.008,145949.99584,150710.03401,4760.03817
"1976",679,"AB",0.779730375047614,0.465749883015908,0.0498,0.0082,8858.95022,11877.15061,3018.20039
"1977",679,"AB",0.736540689064215,0.437177870496906,0.0493,0.0082,8969.35482,11866.16622,2896.8114
"1978",679,"AB",0.742466693176122,0.438007534237444,0.0492,0.0082,9314.25456,12162.27339,2848.01883
"1979",679,"AB",0.709714425948594,0.424335874961979,0.0492,0.0082,9676.35785,12477.85462,2801.49677
"1980",679,"AB",0.82231663118581,0.483887432585775,0.0491,0.0082,9987.93303,12737.27932,2749.34629
"1981",679,"AB",0.916924940713157,0.535381509937073,0.049,0.0082,10240.5357,12930.13598,2689.60028
"1982",679,"AB",0.882629070393165,0.518106402954778,0.0492,0.0082,9930.37445,12602.95426,2672.57981
"1983",679,"AB",0.794788862571474,0.45607241008678,0.0494,0.0082,9546.488,12165.22415,2618.73615
"1984",679,"AB",0.901634877967701,0.513219780913609,0.0505,0.0082,9619.08738,12430.88341,2811.79603
"1985",679,"AB",0.923230299768049,0.516183396900292,0.0508,0.0083,9190.86808,11985.62566,2794.75758
"1986",679,"AB",0.951894910226613,0.531482901008733,0.0513,0.0083,8929.00057,11771.88175,2842.88118
"1987",679,"AB",0.955748431608511,0.535508425578566,0.0512,0.0083,8717.00691,11339.96723,2622.96032
"1988",679,"AB",1.05487373181534,0.621252040086358,0.0514,0.0083,8839.82424,11398.17368,2558.34944
"1989",679,"AB",0.910843000171099,0.525259412893336,0.0515,0.0082,8955.88704,11331.93597,2376.04893
"1990",679,"AB",0.936253247831089,0.522025045331686,0.0515,0.0082,8892.24995,11054.40367,2162.15372
"1991",679,"AB",0.920664338157816,0.486910806387627,0.0516,0.0082,8869.71912,10858.00899,1988.28987
"1992",679,"AB",0.755377102268488,0.421460040096857,0.0514,0.0082,8910.89093,10940.76609,2029.87516
"1993",679,"AB",1.01281001201991,0.597029573974903,0.0514,0.0082,9058.31124,11110.84783,2052.53659
"1994",679,"AB",1.03275125091986,0.599996831484896,0.0515,0.0082,9328.26171,11521.45739,2193.19568
"1995",679,"AB",0.90589788003996,0.505235667490125,0.0514,0.0082,9408.63939,11653.42031,2244.78092
"1996",679,"AB",0.977253793887895,0.572238061169644,0.0513,0.0082,9458.92439,11782.44047,2323.51608
"1997",679,"AB",1.02343441860341,0.595765800055399,0.0518,0.0081,9440.69709,11607.68653,2166.98944
"1998",679,"AB",1.0797795161034,0.60369928142485,0.0525,0.0081,9533.55754,11576.52798,2042.97044
"1999",679,"AB",1.14259372806811,0.628014037795271,0.0531,0.0081,9690.4966,11556.78762,1866.29102
"2000",679,"AB",1.11896698561474,0.60952816516599,0.0537,0.008,9596.03232,11334.74368,1738.71136
"2001",679,"AB",1.04991753989437,0.578604218943689,0.0544,0.008,9605.25413,11238.72068,1633.46655
"2002",679,"AB",0.719340193922404,0.393249552094031,0.0551,0.008,9824.51857,11544.84846,1720.32989
"2003",679,"AB",1.1875992458306,0.663468893120914,0.0547,0.008,9569.36226,11247.62875,1678.26649
"2004",679,"AB",1.2013391448338,0.671399106145753,0.0551,0.008,9782.89199,11486.75378,1703.86179
"2005",679,"AB",1.28111619441118,0.724126308268739,0.0555,0.008,9895.92789,11656.63113,1760.70324
"2006",679,"AB",1.19966364490819,0.664756388064725,0.0559,0.008,10136.93485,11972.96997,1836.03512
"2007",679,"AB",1.25864499298655,0.689394259466298,0.0572,0.008,10374.37099,11960.68404,1586.31305
"2008",679,"AB",1.4782004785919,0.817437011326317,0.0585,0.008,10702.89429,12068.48756,1365.59327
"2009",679,"AB",1.29005523851136,0.7056661656849,0.0596,0.008,10950.71906,12106.73429,1156.01523
"2010",679,"AB",1.56431586162833,0.923438308988564,0.0606,0.008,11136.96384,12085.66796,948.70412
"2011",679,"AB",1.64845940299548,0.978868053666712,0.0616,0.008,11303.32323,12040.71364,737.39041
"2012",679,"AB",1.67258417120638,0.932492873925405,0.0619,0.008,12132.50194,12891.17726,758.67532
"2013",679,"AB",1.80773456620357,1.0107680333765,0.0622,0.008,13164.93152,13936.38048,771.44896
"2014",679,"AB",1.72083266533918,0.98890350691132,0.0624,0.008,13909.55927,14695.22347,785.6642
"2015",679,"AB",1.64937177906016,0.913945692644963,0.0626,0.008,14809.86785,15615.77739,805.90954
"2016",679,"AB",1.76097306737415,0.98584113137419,0.0628,0.008,15690.94348,16508.23358,817.2901
"2017",679,"AB",1.82518963839309,1.03012023283241,0.0622,0.008,14954.24443,15721.43054,767.18611
"2018",679,"AB",1.76578537006553,1.01714558381924,0.0616,0.008,14323.27679,15035.82598,712.54919
"2019",679,"AB",1.53296146418531,0.89504479921803,0.061,0.008,13577.31746,14242.13946,664.822
"2020",679,"AB",1.37537378626133,0.79168794290629,0.0602,0.008,12814.90385,13425.65653,610.75268
"2021",679,"AB",1.4171140145704,0.813708976672679,0.0601,0.008,13284.01346,13811.68359,527.67013
"2022",679,"AB",1.69512422912377,1.03789373937191,0.0592,0.008,12639.46816,13108.34805,468.87989
"1976",680,"AB",0.773662527767549,0.461255494699943,0.0507,0.0082,56961.31492,76918.43956,19957.12464
"1976",680,"SK",0.624421802390675,0.331197228374977,0.0558,0.0081,23803.13432,35768.76123,11965.62691
"1977",680,"AB",0.767894978836268,0.454342250029871,0.0506,0.0082,57601.35843,76559.64199,18958.28356
"1977",680,"SK",0.759207742009212,0.403490021118097,0.0553,0.0081,24225.05905,36120.39468,11895.33563
"1978",680,"AB",0.785598227336456,0.465291215798702,0.0505,0.0082,58294.7506,76266.4603,17971.7097
"1978",680,"SK",0.861373353148135,0.454020978887093,0.055,0.0081,24571.60791,36240.62809,11669.02018
"1979",680,"AB",0.796536504063161,0.476208708037307,0.0503,0.0082,59032.89835,76041.01549,17008.11714
"1979",680,"SK",0.902139024265988,0.476107768278018,0.0546,0.0081,24754.33873,36256.38543,11502.0467
"1980",680,"AB",0.847703320352499,0.503168566208938,0.0501,0.0082,59528.97582,75508.67725,15979.70143
"1980",680,"SK",0.869566680880532,0.458307788608674,0.0542,0.0081,25025.77424,36236.97063,11211.19639
"1981",680,"AB",0.837295224941332,0.49219962080573,0.0499,0.0082,60001.73337,74925.27061,14923.53724
"1981",680,"SK",0.837117956503072,0.442053342852171,0.0539,0.008,25421.89368,36479.01467,11057.12099
"1982",680,"AB",0.92458344566357,0.547207625021686,0.0506,0.0082,60831.1524,76589.60134,15758.44894
